,business_id,name,address,postal_code,latitude,longitude,stars,review_count,is_open,categories,wifi,parking,creditcard,reserve,groups,attributes.RestaurantsPriceRange2,alcohol,takeout,attire,delivery
155731,cplmWXCfPCn7EYaDzB2X3w,Armando's,10775 Narcoossee Rd,32832,28.4099852,-81.2423747,4.0,29,1,"Bars, Restaurants, Wine Bars, Pizza, Italian, Nightlife",,,,,,2.0,,,,True
155736,T7XwQ9rbDKSlx_kwYjROEw,China Grill,6433 Raleigh St,32835,28.5274075909,-81.471051,3.5,68,1,"Chinese, Restaurants",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',True
155752,UVzITTIImWENBylY79WG4Q,Habanero Mexican Grill,13524 S John Young Pkwy,32837,28.369109,-81.426478,2.5,40,0,"Restaurants, Mexican",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'full_bar',True,u'casual',False
155797,A7urLJeiYkVjEk9hJtx20Q,KFC,5780 Central Florida Pkwy,32821,28.406872815,-81.4542788337,1.5,32,1,"Fast Food, Restaurants, Chicken Wings, Chicken Shop",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',True
155877,2C1A6GzXXRi_eEieQAmyRg,Crazy Buffet,7038 W Colonial Dr,32818,28.5502396869,-81.4782162124,3.5,240,1,"Buffets, Seafood, Restaurants, Asian Fusion, Sushi Bars, Japanese, Chinese",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'beer_and_wine',None,u'casual',None
155921,r2LX71gTmkoq6LjOXURA5A,Apple Spice Junction,"3249 Old Winter Garden Rd, Ste 20",32805,28.547739,-81.4177909,4.0,34,1,"Diners, American (Traditional), Restaurants, Caterers, Sandwiches, Burgers, Event Planning & Services",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',True
155958,mcKs5V1cpPmYumx-0i_AcA,Chili Daddy,419 E Michigan St,32806,28.5130441,-81.3716303,4.5,25,0,"Restaurants, American (Traditional), Tex-Mex",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'beer_and_wine',True,u'casual',False
155980,SFqFFIA4Ks2oHfgEANoRlw,Café Tu Tu Tango,8625 International Dr,32819,28.440381,-81.4698224,4.5,3236,1,"Tapas Bars, Restaurants, American (New), Food, Mexican, Nightlife, Tapas/Small Plates, Bars, Breakfast & Brunch, Seafood, Cocktail Bars, Salad, Tacos, Latin American",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",True,True,True,2.0,'full_bar',True,'casual',True
156039,LqB6uNKxHC_3lzQPKPfoMw,Rossi's Pizza & Pasta,5919 S Orange Blossom Trl,32809,28.471466,-81.396154,3.5,52,0,"Burgers, Restaurants, Chicken Wings, Pizza",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'full_bar',True,u'casual',False
156059,fgQaq4AMWZAgzvbWQDOVGA,My Kitchen,8613 Forest City Rd,32810,28.6351659,-81.4146476,4.0,36,1,"Seafood, Fast Food, Restaurants, Chicken Wings",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,False,1.0,u'none',True,'casual',False
156111,hwICKK2u75AAAI-EAzPFZw,Hemingway's,1 Grand Cypress Blvd,32836,28.3822110311,-81.5112208529,4.0,170,1,"Hotels, Hotels & Travel, Steakhouses, Seafood, Restaurants, Event Planning & Services, American (New)",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",True,True,True,3.0,u'full_bar',False,'casual',False
156136,hBmjcA0AvmKPoptXrWZ-6A,Rustica's Chicken,"14650 Gatorland Dr, Ste 5",32837,28.353291,-81.405086,4.0,76,1,"Restaurants, Peruvian",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,'none',True,u'casual',True
156407,VYr5BIGKCfC8ZaFXw0YEYw,McDonald's,2504 S Orange Ave,32806,28.5144323233,-81.3766819239,2.0,51,1,"Food, Fast Food, Restaurants, Coffee & Tea, American (Traditional), Burgers",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',True
156504,GUOlW_eoh44ApfU53qP8sw,Millie Moo's,"4085 Lb Mcleod Rd, Ste E",32811,28.5092217,-81.4278125,4.5,39,1,"Food, Event Planning & Services, Indoor Playcentre, Coffee & Tea, Restaurants, Active Life, Cafes, Party & Event Planning, Playgrounds",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,,u'none',True,,True
156603,xctw2CDaEyUEUce_Wh_KqQ,Panda Express,"9333 Orlando International Airport Tram, One Jeff Fuqua Blvd",32827,28.4312,-81.307686,2.5,45,1,"Chinese, Restaurants, Fast Food",'no',None,True,False,True,1.0,u'none',True,'casual',True
156619,s33dZ3K6Pb4R3wNiB3oRfw,Jimmy Buffett's Margaritaville,"Universal CityWalk® - Orlando, 6000 Universal Blvd",32819,28.4723978043,-81.4665305614,3.5,1249,1,"Arts & Entertainment, American (Traditional), Music Venues, Bars, Cajun/Creole, Nightlife, Restaurants, American (New)",u'no',"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2.0,'full_bar',True,'casual',False
156641,P5x-GukFEq4UeSOl6GJfAw,Bubbalou's Bodacious Bar B Que,5818 Conroy Windermere Rd,32835,28.4937819,-81.4608558,4.0,370,1,"Caterers, Barbeque, Restaurants, Event Planning & Services",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'beer_and_wine',True,'casual',True
156765,AVw0R50nWqaUEaFpWl4Bpw,McDonald's,7409 E Colonial Dr,32807,28.5687746884,-81.28738,1.5,19,1,"Restaurants, Coffee & Tea, Fast Food, Food, Burgers",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,False,1.0,'none',True,u'casual',True
156811,46ZA9llJUAZ2UjPbI0u1tw,Taglish Filipino-American Fare,3191 W Colonial Dr,32808,28.5546999,-81.4151251,4.5,93,1,"Asian Fusion, Restaurants, Filipino",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,,True
156847,T5RxDDsIsi51hW9Sh23OfA,Iron Cow,"2438 E Robinson St, Ste A",32803,28.5457768,-81.3500393,4.0,10,1,"Bars, Nightlife, Restaurants, Whiskey Bars, American (New)",'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,u'full_bar',True,'casual',True
156919,HArgvXl5s669XoADzMpx5Q,Sonic Drive-In,5399 International Dr,32819,28.4628282,-81.452087,2.0,101,1,"Food, Burgers, Fast Food, Ice Cream & Frozen Yogurt, Restaurants",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,'none',True,u'casual',True
156966,5nrlWXpfID9AmnIf0VIftw,Casa Linda Mexican Restaurant,12014 E Colonial Dr,32828,28.565839,-81.204021,3.5,15,0,"Mexican, Restaurants",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,,True,u'casual',True
156981,aZ6DGPxkIC3AnH3T5SrBbw,Chuck E. Cheese,449 N Alafaya Trl,32828,28.5537062,-81.2025286,3.0,25,1,"Indoor Playcentre, Restaurants, Event Planning & Services, Party & Event Planning, Active Life, Arts & Entertainment, Arcades, Pizza, Kids Activities",'free',"{'garage': None, 'street': None, 'validated': None, 'lot': False, 'valet': False}",True,True,True,2.0,'none',True,u'casual',True
157002,u6y_d_DNDljR7ecqtmBBTA,Cork & Fork,5180 S Conway Rd,32812,28.4807673824,-81.3322093603,4.5,347,0,"American (Traditional), Restaurants, American (New)",u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2.0,u'full_bar',True,u'casual',False
157008,RV75Q36n8KdaQZ1v1xFrlw,Applebee's Grill + Bar,11030 S International Dr,32821,28.419497,-81.460996,2.5,74,1,"Nightlife, Bars, Restaurants, Burgers, Food, American (Traditional), Steakhouses, Chicken Wings, Sports Bars",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'full_bar',True,'casual',True
157025,qYANgZTvhdkarq8n1m68bg,Bartaco - Orlando,"7600 Dr Phillips Blvd, Ste 28",32819,28.4524078416,-81.4897739049,4.5,704,1,"Bars, Nightlife, Mexican, Restaurants, Desserts, Food, Tacos, Cocktail Bars",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'full_bar',True,'casual',True
157126,xD4OoTqdPrB_W9IzVP18Dg,Waffle House,6990 W Colonial Dr,32818,28.5515489,-81.4751739,3.5,25,0,"Breakfast & Brunch, Restaurants, Diners, Waffles, American (Traditional)",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,False,1.0,'none',True,'casual',False
157128,qBilWGILaDI2KHQ-SFsLJA,Cafe De Colombia Bakery,2512 S Semoran Blvd,32822,28.5153203,-81.3112412,4.5,46,1,"Colombian, Restaurants, Bakeries, Food, Latin American",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,1.0,'none',True,'casual',False
157157,2YNo-9hkbjTqr_PZ_nUNFA,Lombardi's Italian Ristorante & Pizzeria,4580 Concord Landing Dr,32839,28.4813847,-81.4394683,1.0,40,1,"Italian, Restaurants, Pizza",,,False,,False,1.0,u'none',True,,True
157268,FPgJ84oZcwy1ci1o3bgOhQ,Osphere Neighborhood Grill and Bar,407 E Central Blvd,32801,28.542439,-81.372469,4.0,67,1,"Nightlife, Steakhouses, Beer, Wine & Spirits, Food, Bars, Restaurants, American (Traditional)",u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2.0,u'full_bar',True,,False
157305,QICFYghZno-lxb9cgeA4hA,Mojo Bar & Grill,129 W Church St,32801,28.540499,-81.381516,2.5,47,0,"Nightlife, Bars, Restaurants, American (New), Cajun/Creole",u'free',"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2.0,u'full_bar',True,u'casual',False
157306,sYoznPmIc35tIQQtxBdUZA,Teriyaki Madness,"2714 E Colonial Dr, Ste 200",32803,28.5524769,-81.3485509,4.0,78,0,"Restaurants, Hawaiian, Japanese, Asian Fusion",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,'none',True,'casual',True
157540,9Fx5pl-i9arlXWWfJMNgVA,El Buda Latin Asian Restaurant,116 W Church St,32801,28.540053,-81.3811071,4.0,109,0,"Asian Fusion, Latin American, Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2.0,u'full_bar',True,'casual',True
157568,9a9C-UDmzgvFQYnU7xSrmQ,The 24-hour B-Line Diner,9801 International Dr,32819,28.427265,-81.467501,3.5,242,1,"Restaurants, American (Traditional), Diners",'free',"{'garage': True, 'street': False, 'validated': False, 'lot': None, 'valet': False}",True,False,True,2.0,'none',True,'casual',False
157590,fOk4fMBTvSssE43uWZJUkA,Ruby's Mediterranean Grill,1 S Orange Ave,32801,28.5422827,-81.3787967,3.5,87,0,"Greek, Restaurants, Halal, Middle Eastern, Mediterranean",'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,False,1.0,'none',True,u'casual',True
157670,eSTbubeAkoQnk_6St4P31w,Jersey Mike's Subs,"54 W Church St, Ste 140",32801,28.5399962,-81.3800242,3.0,22,0,"Sandwiches, Fast Food, Delis, Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,u'none',True,'casual',True
157717,67CVFQ9lP_t4SK_k1yOiRg,Emeril's Tchoup Chop,6300 Hollywood Way,32819,28.4678828,-81.4673812,3.5,407,0,"Restaurants, Sushi Bars, Asian Fusion, Seafood",u'no',None,True,True,True,3.0,'full_bar',True,'casual',False
157724,yEWAHsntpAr6olqn7Lff1A,Monkey Bar,"26 Wall St, 2 flr",32801,28.5425009,-81.3784995,3.5,34,1,"Bars, Mexican, Lounges, Nightlife, Restaurants",,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2.0,u'full_bar',False,'casual',False
157885,LJJDM4Ik_PQYdEHGg2yCbQ,Applebee's Grill + Bar,6324 N International Dr,32819,28.4603082,-81.46792,1.5,66,1,"Sports Bars, Nightlife, Restaurants, American (Traditional), Bars, Chicken Wings, Steakhouses, Burgers",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,'full_bar',True,'casual',True
157927,PUDIqzkkzFnGjczqDAc41g,Fat One's Hot Dogs & Italian Ice,8001 S Orange Blossom Trl,32809,28.4454035,-81.3954343,3.5,54,0,"Food, Pizza, Restaurants, Ice Cream & Frozen Yogurt, Hot Dogs",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,u'none',True,'casual',False
157945,H0fdBRavnk9GifrfOqQNNg,Trevi Pasta,2120 Edgewater Dr,32804,28.5708792,-81.3895393,4.5,372,1,"Pasta Shops, Restaurants, Food, Specialty Food, Gelato, Ethnic Food, Italian, Coffee & Tea, Caterers, Event Planning & Services",u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,False,2.0,u'none',True,u'casual',None
157963,vkrqNHLQwlG3OHNQIa2nrg,Red Mug Diner,63 E Pine St,32801,28.5414527,-81.377741,3.5,232,0,"Restaurants, Diners, Nightlife, Breakfast & Brunch, Bars",'free',"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2.0,u'full_bar',True,u'casual',True
158012,lx7xFvTrigH_mfVYhcPEwQ,Lu Garden,"6700 Conroy Windermere Rd, Ste 145",32835,28.4927588,-81.4739835,4.5,33,1,"Szechuan, Chinese, Food Delivery Services, Food, Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,,1.0,u'beer_and_wine',True,,True
158026,R4EvHl7O5EsFKSBhKq7lvQ,Woody's Wings & Whatnot,4439 Edgewater Dr,32804,28.5978302,-81.4000468,3.5,11,0,"Restaurants, American (Traditional), Chicken Wings",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,1.0,u'beer_and_wine',True,u'casual',False
158033,obGWNGJdhggEX-kT-bnrhw,Heber's Cuban Cafe East Orlando,587 S Chickasaw Trl,32825,28.5357807,-81.2748136,3.5,46,1,"Sandwiches, Cuban, Pizza, Breakfast & Brunch, Cafes, Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,1.0,u'none',True,'casual',True
158077,O0IDgY6qFcFPrMK6VVB6NQ,Pollo Tropical,3224 East Colonial Dr,32803,28.5529905,-81.3425627,3.0,73,1,"Chicken Shop, Latin American, Caribbean, Restaurants, Fast Food, Cuban",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',True
158109,OXGaLV2JOvushP4wbw0enw,Café Trastevere,825 N Magnolia Ave,32803,28.55586,-81.37666,3.5,220,1,"Restaurants, Italian",u'no',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,False,2.0,u'beer_and_wine',True,u'casual',True
158187,Q0z9lU0KoZ7YJ0hvq5idgQ,World Quality Pizzeria,5407 W Irlo Bronson Memmorial Hwy,34746,28.3345534,-81.5008796,1.0,9,0,"Italian, Restaurants, Pizza, Chicken Wings",,,True,True,True,1.0,,True,,True
158190,gFqvVNqikKvT-LLXcZwWIA,Paradiso Restaurant and Pizzeria,"1502 N Semoran Blvd, Ste 100",32807,28.565701,-81.311446,4.0,73,1,"Restaurants, Pizza, Italian",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'beer_and_wine',True,u'casual',True
158201,QC18P8fOujOqU2Kd87T0pQ,Landscape of Flavors,1850 Animation Way,32836,28.3504677012,-81.5484988689,3.0,57,1,"Restaurants, Fast Food, Food Court",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'beer_and_wine',True,u'casual',False
158258,m3tAWWsnYEMfR1YZf7bLZg,Tortuga Tavern - Temporarily Unavailable,1180 Seven Seas Dr,32836,28.4184212565,-81.5844251632,3.0,11,1,"Barbeque, Restaurants, American (Traditional)",,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,,True,'casual',False
158282,jwEcFoMF4DvCg06j3uDmcg,Sweet Frog Premium Frozen Yogurt,363 S Avalon Park Blvd,32828,28.5403599,-81.150996,4.0,57,1,"Ice Cream & Frozen Yogurt, Food, Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,,1.0,,True,,True
158448,P1RqgjZFUy8FaBwET3P6pA,Pollo Tropical,11860 E Colonial Dr,32826,28.5659495,-81.2056856,2.0,75,1,"Chicken Shop, Latin American, Caribbean, Restaurants, Fast Food",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',True
158462,F_tEGj1WSsWxH7rnBFwiIA,Mr. Mofongo,6440 Edgewater Dr,32810,28.6155468,-81.426675,4.0,9,1,"Food Trucks, Food, Restaurants, Caribbean, Puerto Rican, Spanish",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,1.0,'none',True,'casual',False
158492,A2z__2uOtiVcAXBXDOAvwQ,Wing Shack,4650 E Michigan St,32812,28.5120012,-81.3285365,2.5,125,1,"Burgers, Bars, Sports Bars, Restaurants, Chicken Wings, Nightlife",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': None, 'valet': False}",True,False,True,2.0,u'full_bar',True,u'casual',True
158499,_715vG1M1uq8zIl05A9MmA,Covington Mill Restaurant,1751 Hotel Plaza Blvd,32830,28.3723492345,-81.5110511101,4.0,18,1,"Buffets, American (Traditional), Breakfast & Brunch, Restaurants",u'free',"{'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,u'casual',False
158580,LKEN4LlImPf0WzaEsjpcdw,La China Blue,3749 S Kirkman Rd,32811,28.5041098,-81.4579813,3.5,39,1,"Restaurants, Seafood, Chinese, Buffets",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',False
158609,oRlO5kIe7czIoLsfnqd74g,Wang Sports BBQ,"5600 W Colonial Dr, Ste105",32808,28.5513171,-81.4580243,4.0,18,1,"Restaurants, Barbeque, Chinese",,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,False
158616,8gc-HCUSdAEmD0riPFpORw,Beaches & Cream Soda Shop,1800 Epcot Resorts Blvd,32830,28.3712739978,-81.5571200908,4.0,292,1,"Food, Ice Cream & Frozen Yogurt, Restaurants, American (Traditional)",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,False,2.0,u'none',True,u'casual',False
158647,1lBA_1c2afL3qFP6cz5Y9w,Domino's Pizza,3003 Edgewater Dr,32804,28.5781257,-81.3893373,2.5,23,1,"Sandwiches, Chicken Wings, Restaurants, Pizza",,,True,False,False,1.0,,True,'casual',True
158657,rc7cvWSt14hmGhkOzWc8rA,Turkish Kitchen,929 N Semoran Blvd,32807,28.559076,-81.310414,3.5,14,0,"Turkish, Restaurants",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,'casual',False
158712,HtPgMLlmMHlcflcFdXKVHQ,Pio Pio Latin Cuisine,2259 S Semoran Blvd,32822,28.5184712,-81.3097473,4.0,206,1,"Peruvian, Puerto Rican, American (New), Spanish, Latin American, Restaurants, Colombian, Caribbean",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'full_bar',True,'casual',True
158949,YHU5Z6YigtZA8ArhNylVWQ,Fusion360 Lounge N Grill,"7559 W Sand Lake Rd, Fl 2",32819,28.4507014,-81.4862646,2.0,8,0,"Vegetarian, Music Venues, Indian, Asian Fusion, Bars, Nightlife, Cocktail Bars, Pakistani, Arts & Entertainment, Restaurants, Lounges",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,3.0,u'full_bar',True,u'dressy',True
